"year","unitid","inst_name","state_name","number_applied","number_admitted","number_enrolled_total","reqt_hs_rank","reqt_test_scores","reqt_hs_gpa","reqt_college_prep","reqt_recommendations","sat_crit_read_25_pctl","sat_crit_read_75_pctl","sat_math_25_pctl","sat_math_75_pctl","act_composite_25_pctl","act_composite_75_pctl","act_english_25_pctl","act_english_75_pctl","act_math_25_pctl","act_math_75_pctl","institution_level","completion_rate_150pct"
"2012","147031","Meadville Lombard Theological School","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","147129","Methodist College","Illinois","60","50","31","Neither required nor recommended","Required","Required","Neither required nor recommended","Neither required nor recommended","","","","","19","23","19","24","17","23","Four or more years",""
"2012","147165","Midstate College","Illinois","30","27","16","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.417"
"2012","147244","Millikin University","Illinois","3998","2217","535","Required","Required","Required","Recommended","Required","440","600","460","560","20","26","20","27","19","29","Four or more years","0.598"
"2012","147341","Monmouth College","Illinois","1930","1187","343","Required","Required","Required","Recommended","Required","","","","","18","22","18","23","18","24","Four or more years","0.583"
"2012","147369","Moody Bible Institute","Illinois","941","799","464","Neither required nor recommended","Recommended","Required","Recommended","Required","480","610","470","600","21","27","21","29","26","30","Four or more years","0.843"
"2012","147536","National Louis University","Illinois","53","27","10","Neither required nor recommended","Recommended","Neither required nor recommended","Neither required nor recommended","Required","","","","","","","","","","","Four or more years","0.429"
"2012","147590","National University of Health Sciences","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","147660","North Central College","Illinois","3987","2401","552","Neither required nor recommended","Required","Required","Required","Recommended","","","","","22","27","22","28","22","27","Four or more years","0.639"
"2012","147679","North Park University","Illinois","4633","1967","346","Recommended","Required","Required","Recommended","Required","470","590","440","580","20","25","20","25","18","25","Four or more years","0.563"
"2012","147697","Northern Baptist Theological Seminary","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","147703","Northern Illinois University","Illinois","23720","13381","2664","Required","Required","Required","Required","Neither required nor recommended","440","570","440","580","19","25","18","25","17","25","Four or more years","0.51"
"2012","147767","Northwestern University","Illinois","30926","5575","2107","Recommended","Required","Required","Required","Required","680","760","700","780","31","34","31","35","32","35","Four or more years","0.942"
"2012","147776","Northeastern Illinois University","Illinois","5400","3375","1040","Required","Required","Neither required nor recommended","Required","Neither required nor recommended","415","585","440","595","16","21","15","21","16","21","Four or more years","0.203"
"2012","147828","Olivet Nazarene University","Illinois","2929","2318","672","Recommended","Required","Recommended","Recommended","Required","","","","","21","27","20","27","20","26","Four or more years","0.572"
"2012","148016","Principia College","Illinois","195","169","115","Recommended","Required","Required","Neither required nor recommended","Required","450","610","440","590","20","26","20","27","18","25","Four or more years","0.664"
"2012","148131","Quincy University","Illinois","1034","945","262","Recommended","Required","Required","Recommended","Recommended","410","510","440","520","19","24","19","24","17","25","Four or more years","0.504"
"2012","148177","The Illinois Institute of Art-Chicago","Illinois","819","411","390","Recommended","Recommended","Recommended","Neither required nor recommended","Recommended","","","","","","","","","","","Four or more years","0.281"
"2012","148335","Robert Morris University Illinois","Illinois","3386","946","783","Recommended","Recommended","Required","Recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.461"
"2012","148405","Rockford University","Illinois","1455","584","106","Required","Required","Required","Required","Neither required nor recommended","368","540","375","530","18","23","17","23","18","25","Four or more years","0.395"
"2012","148487","Roosevelt University","Illinois","3424","2610","549","Recommended","Required","Required","Required","Neither required nor recommended","490","600","470","583","20","25","20","25","18","24","Four or more years","0.414"
"2012","148496","Dominican University","Illinois","3056","1745","406","Required","Required","Required","Required","Neither required nor recommended","500","590","490","600","20","24","20","24","19","25","Four or more years","0.631"
"2012","148511","Rush University","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","148575","Saint Francis Medical Center College of Nursing","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","148584","University of St Francis","Illinois","1716","887","220","Required","Required","Required","Required","Recommended","390","520","440","540","21","25","20","25","19","25","Four or more years","0.566"
"2012","148593","St Johns College","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2012","148627","Saint Xavier University","Illinois","10247","5036","479","Neither required nor recommended","Required","Required","Neither required nor recommended","Recommended","460","550","440","560","20","25","20","25","19","25","Four or more years","0.471"
"2012","148654","University of Illinois at Springfield","Illinois","1506","849","270","Recommended","Required","Required","Required","Neither required nor recommended","425","590","465","650","20","26","20","26","19","25","Four or more years","0.431"
